validScientificName,family.ORIG,biodiversityRelevance,nectarProduction,heatRequirement,coldRequirement,tempOptimum,continentality,light,moisture,soilReaction,nitrogen,phosphorus,salinity,grazing.Mowing,soilDisturbance,longevity,pollinatorDependence,phenology,extremePhenology,seedDormancy,seedBank,seedDisperser,nitrogenFixation,photosyntheticPathway,mycorrhiza,carnivory,parasitism,siliceousRock,ultrabasicRock,calcareousRock,dryHeath,dryMeadow,steppicMeadow,sandSteppe,moistHeath,moistMeadow,moistCalcareousMeadow,raisedBog,poor.AcidicFen,intermediate.RichFen,rich.CalcareousFen,tallHerb.Sedge.ReedMeadow,oligotrophicWater.Shores,mesotrophicWater.Shores,eutrophicWater.Shores,sandy.Stony.RockySeaShores,seaShoreMeadows,base.PoorWasteland,base.RichWasteland,arableLand,gravellyGround,ruderal,hedgerows.Thickets.Wood.MarginsandGroves,heath.TypeDeciduousForest,intermediateDeciduousForest,herb.RichDeciduousForest,alnusGlutinosaSwamp,fraxinus.Ulmus.AlnusIncanaSwamp,pinus.BetulaSwamp,piceaSwamp,heath.TypeConiferousForest,vaccinium.TypeConiferousForest,herb.RichConiferousForest,cacareousConiferForest,subalpineBetulaForest,validScientificName.ORIG,Squished,Brackets.detected,Number.detected,Unique,Matched,Fuzzy,Fuzzy.toomany,Fuzzy.two,Fuzzy.one,Fuzzy.dist,OriSeq,Subseq,taxonID,scientificNameID,localID,scientificName,taxonRank,parentNameUsageID,scientificNameAuthorship,family,subfamily,tribe,subtribe,genus,subgenus,specificEpithet,infraspecificEpithet,verbatimTaxonRank,nomenclaturalStatus,namePublishedIn,taxonomicStatus,acceptedNameUsageID,originalNameUsageID,nameAccordingToID,taxonRemarks,references,source,majorGroup,tplID,Hybrid,New.accepted,Old.status,Old.ID,Old.name
Aconitum napellus L.,Ranunculaceae,3,6,9,3,6,4,5,7,6,6,4,1,3,3,4,"",11,4,3,,Passive,0,C3,AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Aconitum napellus L.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,9,14,5,wfo-0000517898,urn:lsid:ipni.org:names:707704-1,751729,Aconitum plicatum,species,wfo-4000000341,Koehler ex Rchb.,Ranunculaceae,"","",,Aconitum,"",plicatum,"",species,Valid,Uebers. Aconitum : 29 (1819),Accepted,"","",,"Source in seed data: cmp Updated scientificnameAuthorship from Köhler ex Rchb. to Koehler ex Rchb., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2619355 >The P",http://www.theplantlist.org/tpl1.1/record/kew-2619355,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2619355,"",TRUE,Synonym,wfo-0000736733,Aconitum napellus var. laxum
Aconogonon × fennicum Reiersen,Polygonaceae,1,5,8,15,13,5,5,6,4,7,5,1,1,,4,0c,9,2,X,,Veg,0,C3,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,Aconogonon × fennicum Reiersen,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,20,15,1,wfo-4000000342,urn:lsid:ipni.org:names:1166763-2,40031077,Aconogonon,genus,wfo-7000000488,(Meisn.) Rchb.,Polygonaceae,"","",,Aconogonon,"","","",genus,Valid,Handb. Nat. Pfl.-Syst. : 236 (1837),Accepted,"","",,"Source in seed data: TPL1.1 Update namepublishedIn from Handb. Nat. Pfl.-Syst. 236. 1837. (1-7 Oct 1837)  to Handb. Nat. Pfl.-Syst. : 236 (1837), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.thep","",The Caryophyllales Taxonomic Expert Network,A,"","",FALSE,"","",""
Aconogonon alpinum,Polygonaceae,1,5,6,7,10,4,6,5,4,6,5,1,1,,4,"",,,"",,Passive,0,C3,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Aconogonon alpinum (All.) Schur,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,16,1,wfo-0000488066,urn:lsid:ipni.org:names:694902-1,705963,Persicaria alpina,species,wfo-4000028848,Gross.,Polygonaceae,"","",,Persicaria,"",alpina,"",species,Valid,Bull. Acad. Int. Géogr. Bot. 23: 31 (1913),Accepted,"",wfo-0000485125,,"Source in seed data: cmp Updated scientificnameAuthorship from (All.) H.Gross to Gross., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2571978 >The Plant List v.",http://www.theplantlist.org/tpl1.1/record/kew-2571978,The Caryophyllales Taxonomic Expert Network,A,kew-2571978,"",TRUE,Synonym,wfo-0000518397,Aconogonon alpinum
Aconogonon divaricatum,Polygonaceae,1,5,8,1,7,8,6,6,4,6,5,1,1,,4,"",11,4,2,,Passive,0,C3,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,Aconogonon divaricatum (L.) Nakai,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,17,1,wfo-0000518415,urn:lsid:ipni.org:names:693066-1,752219,Aconogonon divaricatum,species,"",(L.) Nakai,Polygonaceae,"","",,Aconogonon,"",divaricatum,"",species,"",Enum. Pl. Corea : 129 (1922),Unchecked,"","",,"Source in seed data: cmp Update namepublishedIn from Enum. Pl. Corea 129 1922  to Enum. Pl. Corea : 129 (1922), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-261",http://www.theplantlist.org/tpl1.1/record/kew-2619845,The Caryophyllales Taxonomic Expert Network,A,kew-2619845,"",FALSE,"","",""
Aconogonon weyrichii,Polygonaceae,1,5,8,7,9,7,5,6,4,7,5,1,1,,4,"",8,1,X,,Veg,0,C3,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,Aconogonon weyrichii (F. Schmidt ex Maxim.) H. Hara,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,18,1,wfo-0000748396,urn:lsid:ipni.org:names:60455328-2,540394,Persicaria weyrichii,species,wfo-4000028848,(F.Schmidt) H.Gross,Polygonaceae,"","",,Persicaria,"",weyrichii,"",species,Valid,Bot. Jahrb. Syst. 49: 320 (1913),Accepted,"","",,"Source in seed data: cmp Update namepublishedIn from Bot. Jahrb. Syst. 49: 320 1913  to Bot. Jahrb. Syst. 49: 320 (1913), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/reco",http://www.theplantlist.org/tpl1.1/record/kew-2902528,The Caryophyllales Taxonomic Expert Network,A,kew-2902528,"",TRUE,Synonym,wfo-0000518480,Aconogonon weyrichii
Acorus calamus L.,Acoraceae,1,2,10,1,3,5,5,10,5,7,5,1,3,1,4,0a,9,2,X,,Veg,0,C3,AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Acorus calamus L.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,9,19,1,wfo-0000351267,urn:lsid:ipni.org:names:77167492-1,2309,Acorus calamus  var. calamus,variety,wfo-0000350733,"",Acoraceae,"","",,Acorus,"",calamus,calamus,variety,Valid,Unknown,Accepted,"","",,"Source in seed data: wcs Updated taxonomicstatus from Accepted to accepted, acceptedNameId from to null, [references] from https://wcvp.science.kew.org/taxon/77167492-1,  according to WCVP, information provided by Alan E. on email Dec 02 2020 More detail",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77167492-1,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2309,"",TRUE,Synonym,wfo-0000351485,Acorus calamus var. verus
Actaea erythrocarpa,Ranunculaceae,1,2,4,12,14,9,3,6,7,6,3,1,1,3,4,1,,,3,,Bird,0,C3,AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,Actaea erythrocarpa (Fisch.) Kom.,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,20,1,wfo-0000519118,urn:lsid:ipni.org:names:1082557-2,752942,Actaea rubra,species,wfo-4000000488,(Aiton) Willd.,Ranunculaceae,"","",,Actaea,"",rubra,"",species,Valid,Enum. Pl. : 561 (1809),Accepted,"",wfo-0000519137,,"Source in seed data: cmp Update namepublishedIn from Enum. Pl. 561 1809  to Enum. Pl. : 561 (1809), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2620570 >The Pl",http://www.theplantlist.org/tpl1.1/record/kew-2620570,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2620570,"",TRUE,Synonym,wfo-0000519080,Actaea erythrocarpa
Actaea rubra,Ranunculaceae,1,2,8,10,11,8,3,4,5,6,3,1,1,3,4,1,,,3,,Bird,0,C3,AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,0,0,Actaea rubra (Aiton) Willd.,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,21,1,wfo-0000519118,urn:lsid:ipni.org:names:1082557-2,752942,Actaea rubra,species,wfo-4000000488,(Aiton) Willd.,Ranunculaceae,"","",,Actaea,"",rubra,"",species,Valid,Enum. Pl. : 561 (1809),Accepted,"",wfo-0000519137,,"Source in seed data: cmp Update namepublishedIn from Enum. Pl. 561 1809  to Enum. Pl. : 561 (1809), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2620570 >The Pl",http://www.theplantlist.org/tpl1.1/record/kew-2620570,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2620570,"",FALSE,"","",""
Actaea spicata L.,Ranunculaceae,2,2,5,4,9,4,2,3,6,6,3,1,1,3,4,1,7,2,3,1,Bird,0,C3,AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,3,0,Actaea spicata L.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,8,22,1,wfo-0000519118,urn:lsid:ipni.org:names:1082557-2,752942,Actaea rubra,species,wfo-4000000488,(Aiton) Willd.,Ranunculaceae,"","",,Actaea,"",rubra,"",species,Valid,Enum. Pl. : 561 (1809),Accepted,"",wfo-0000519137,,"Source in seed data: cmp Update namepublishedIn from Enum. Pl. 561 1809  to Enum. Pl. : 561 (1809), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2620570 >The Pl",http://www.theplantlist.org/tpl1.1/record/kew-2620570,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2620570,"",TRUE,Synonym,wfo-0000519127,Actaea spicata var. alba
Actaea spicata L.,Ranunculaceae,2,2,5,4,9,4,2,3,6,6,3,1,1,3,4,1,7,2,3,1,Bird,0,C3,AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,3,0,Actaea spicata L.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,8,22,2,wfo-0000519118,urn:lsid:ipni.org:names:1082557-2,752942,Actaea rubra,species,wfo-4000000488,(Aiton) Willd.,Ranunculaceae,"","",,Actaea,"",rubra,"",species,Valid,Enum. Pl. : 561 (1809),Accepted,"",wfo-0000519137,,"Source in seed data: cmp Update namepublishedIn from Enum. Pl. 561 1809  to Enum. Pl. : 561 (1809), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2620570 >The Pl",http://www.theplantlist.org/tpl1.1/record/kew-2620570,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2620570,"",TRUE,Synonym,wfo-0000519130,Actaea spicata f. arguta
Adonis vernalis L.,Ranunculaceae,1,3,13,4,5,9,6,3,8,3,2,1,5,,4,1,5,4,3,1,Myr,0,C3,AM,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Adonis vernalis L.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,12,23,1,wfo-0000521145,urn:lsid:ipni.org:names:708064-1,755432,Adonis apennina,species,wfo-4000000720,L.,Ranunculaceae,"","",,Adonis,"",apennina,"",species,Valid,Sp. Pl. : 548 (1753),Accepted,"","",,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 1: 548. 1753 [1 May 1753]  to Sp. Pl. : 548 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-26",http://www.theplantlist.org/tpl1.1/record/kew-2623075,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2623075,"",TRUE,Synonym,wfo-0000521293,Adonis vernalis var. sibirica
Adoxa moschatellina L.,Adoxaceae,2,3,4,3,8,7,3,5,6,8,5,1,6,6,4,1,4,5,"",1,Bird,0,C3,AM,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,3,0,0,0,0,0,0,0,Adoxa moschatellina L.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,3,24,1,wfo-0000521309,urn:lsid:ipni.org:names:148240-1,755586,Adoxa moschatellina,species,wfo-4000000723,L.,Viburnaceae,"","",,Adoxa,"",moschatellina,"",species,Valid,Sp. Pl. : 367 (1753),Accepted,"","",,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 367 1753  to Sp. Pl. : 367 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2623230 >The Plant ",http://www.theplantlist.org/tpl1.1/record/kew-2623230,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2623230,"",FALSE,"","",""
Aegopodium podagraria L.,Apiaceae,4,4,7,4,8,5,3,5,6,5,5,1,3,1,4,2,8,1,4,2,Passive,0,C3,AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,2,0,0,2,0,2,0,0,0,0,0,0,0,Aegopodium podagraria L.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,3,25,1,wfo-0000521573,urn:lsid:ipni.org:names:837329-1,755855,Aegopodium podagraria,species,wfo-4000000766,L.,Apiaceae,"","",,Aegopodium,"",podagraria,"",species,Valid,Sp. Pl. 1: 265. 1753 [1 May 1753],Accepted,"","",,"Source in seed data: cmp Updated namepublishedIn from Sp. Pl. 265 1753  to Sp. Pl. 1: 265. 1753 [1 May 1753] , information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2623",http://www.theplantlist.org/tpl1.1/record/kew-2623499,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2623499,"",FALSE,"","",""
Aesculus hippocastanum L.,Sapindaceae,3,6,13,4,5,6,4,5,5,6,3,1,1,5,4,2,7,2,4,1,Bird,0,C3,AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,Aesculus hippocastanum L.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,3,26,1,wfo-0000522287,urn:lsid:ipni.org:names:781594-1,756868,Aesculus hippocastanum,species,wfo-4000000812,L.,Sapindaceae,Hippocastanoideae,"",,Aesculus,"",hippocastanum,"",species,Valid,Sp. Pl. : 344 (1753),Accepted,"","",,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 344 1753  to Sp. Pl. : 344 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2624517 >The Plant ",http://www.theplantlist.org/tpl1.1/record/kew-2624517,The Sapindaceae Taxonomic Expert Network,A,kew-2624517,"",FALSE,"","",""
Aethusa cynapium L.,Apiaceae,2,4,10,4,6,5,5,3,7,8,5,2,3,8,2,0c,9,2,4,3,Passive,0,C3,AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,Aethusa cynapium L.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,11,27,1,wfo-0000522568,"",757140,Aethusa cynapium  subsp. elata,subspecies,wfo-0000522564,Hoffm. ex Schübl. & G.Martens,Apiaceae,"","",,Aethusa,"",cynapium,elata,subspecies,Valid,Fl. Würtemberg 188 1834,Accepted,"","",,Source in seed data: cmp More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2624789 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/kew-2624789 >The Plant List v.1.0</a>,http://www.theplantlist.org/tpl1.1/record/kew-2624789,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2624789,"",TRUE,Synonym,wfo-0000522570,Aethusa cynapium var. elatior
Agastache rugosa,Lamiaceae,1,6,11,2,4,7,6,4,,7,4,1,2,,3,1a,11,4,3,,Passive,0,"",AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,Agastache rugosa (Fisch. & C. A. Mey.) Kuntze,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,28,1,wfo-0000906745,urn:lsid:ipni.org:names:444504-1,4494,Agastache rugosa,species,wfo-4000000903,Kuntze,Lamiaceae,"","",,Agastache,"",rugosa,"",species,Valid,Revis. Gen. Pl. 2: 511 (1891),Accepted,"",wfo-0000230601,,"Source in seed data: wcs Updated scientificnameAuthorship from (Fisch. & C.A.Mey.) Kuntze to Kuntze, information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-4494 >The Plan",http://www.theplantlist.org/tpl1.1/record/kew-4494,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-4494,"",FALSE,"","",""
Agrimonia eupatoria L.,Rosaceae,4,2,10,2,4,4,5,3,6,6,3,1,2,5,4,0c,11,4,3,2,Adh,0,C3,AM,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Agrimonia eupatoria L.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,3,29,1,wfo-0000985497,urn:lsid:ipni.org:names:720259-1,12741,Agrimonia eupatoria,species,"",Michx.,Rosaceae,"","",,Agrimonia,"",eupatoria,"",species,"",Fl. Am. Bor. i. 287.,Unchecked,"","",,"Source in seed data: rjp Updated namePublishedIn from Flora boreali-americana ; 1803 287 1803  to Fl. Am. Bor. i. 287. , according to IPNI. Information provided by Alan E. on email Jul. 15 2020. More details could be found in <a href=http://www.theplantl",http://www.theplantlist.org/tpl1.1/record/rjp-12741,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,rjp-12741,"",FALSE,"","",""
Agrimonia eupatoria L.,Rosaceae,4,2,10,2,4,4,5,3,6,6,3,1,2,5,4,0c,11,4,3,2,Adh,0,C3,AM,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Agrimonia eupatoria L.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,3,29,2,wfo-0000988408,"",16333,Agrimonia eupatoria,species,"",Hook.f.,Rosaceae,"","",,Agrimonia,"",eupatoria,"",species,"",The flora of British India (Rosaceae) ; 1878 361 1878,Unchecked,"","",,Source in seed data: rjp More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/rjp-16333 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/rjp-16333 >The Plant List v.1.0</a>,http://www.theplantlist.org/tpl1.1/record/rjp-16333,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,rjp-16333,"",FALSE,"","",""
Agrimonia eupatoria L.,Rosaceae,4,2,10,2,4,4,5,3,6,6,3,1,2,5,4,0c,11,4,3,2,Adh,0,C3,AM,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Agrimonia eupatoria L.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,3,29,3,wfo-0001003294,"",34305,Agrimonia eupatoria,species,"",Kitam.,Rosaceae,"","",,Agrimonia,"",eupatoria,"",species,"","Flora Afghanistan. Results of the Kyoto university scientific expedition to the Karakoram and Hindukush, 1955 ; 1960 172 1960",Unchecked,"","",,Source in seed data: rjp More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/rjp-34305 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/rjp-34305 >The Plant List v.1.0</a>,http://www.theplantlist.org/tpl1.1/record/rjp-34305,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,rjp-34305,"",FALSE,"","",""
Agrimonia eupatoria L.,Rosaceae,4,2,10,2,4,4,5,3,6,6,3,1,2,5,4,0c,11,4,3,2,Adh,0,C3,AM,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Agrimonia eupatoria L.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,3,29,4,wfo-0001006654,urn:lsid:ipni.org:names:316550-2,408,Agrimonia eupatoria,species,wfo-4000000979,L.,Rosaceae,"","",,Agrimonia,"",eupatoria,"",species,Valid,Sp. Pl. : 448 (1753),Accepted,"","",,"Source in seed data: rjp Update namepublishedIn from Species plantarum, edition 1 ; 1753 448 1753  to Sp. Pl. : 448 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/re",http://www.theplantlist.org/tpl1.1/record/rjp-408,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,rjp-408,"",FALSE,"","",""
Agrimonia eupatoria L.,Rosaceae,4,2,10,2,4,4,5,3,6,6,3,1,2,5,4,0c,11,4,3,2,Adh,0,C3,AM,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Agrimonia eupatoria L.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,3,29,5,wfo-0001007056,"",41979,Agrimonia eupatoria,species,"",Krylov,Rosaceae,"","",,Agrimonia,"",eupatoria,"",species,"",Flora zapadnoj Sibiri= [Flora of western Siberia] Flora zapadnoj Sibiri= [Flora of western Siberia]; 1927 1559 1933,Unchecked,"","",,Source in seed data: rjp More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/rjp-41979 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/rjp-41979 >The Plant List v.1.0</a>,http://www.theplantlist.org/tpl1.1/record/rjp-41979,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,rjp-41979,"",FALSE,"","",""
Agrimonia procera Wallr.,Rosaceae,3,2,11,4,7,5,5,5,7,6,3,1,2,5,4,0c,11,4,3,2,Adh,0,C3,AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Agrimonia procera Wallr.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,7,30,1,wfo-0001006000,urn:lsid:ipni.org:names:720304-1,390,Agrimonia procera,species,wfo-4000000979,Wallr.,Rosaceae,"","",,Agrimonia,"",procera,"",species,Valid,Erst. Beitr. Fl. Hercyn. 2: 203 (1840),Accepted,"","",,"Source in seed data: rjp Update namepublishedIn from Erst. Beitr. Fl. Hercyn. 203. 1840; in Linnaea, xiv. (1840) 573.  to Erst. Beitr. Fl. Hercyn. 2: 203 (1840), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href",http://www.theplantlist.org/tpl1.1/record/rjp-390,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,rjp-390,"",FALSE,"","",""
Agrostemma githago L.,Caryophyllaceae,2,4,9,2,5,7,6,3,5,5,5,1,1,9,1,1b,8,1,1,1,Passive,0,C3,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Agrostemma githago L.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,3,31,1,wfo-0000524512,urn:lsid:ipni.org:names:95561-3,759050,Agrostemma githago,species,wfo-4000000994,L.,Caryophyllaceae,"","",,Agrostemma,"",githago,"",species,Valid,Species Plantarum 2  1753,Accepted,"","",,"Source in seed data: cmp Updated namepublishedIn from Sp. Pl. 435 1753  to Species Plantarum 2  1753 , information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2626726 >The",http://www.theplantlist.org/tpl1.1/record/kew-2626726,The Caryophyllales Taxonomic Expert Network,A,kew-2626726,"",FALSE,"","",""
Agrostis canina L.,Poaceae,4,1,5,4,9,5,4,7,2,3,2,2,4,6,4,0b,11,4,"",3,Passive,0,C3,AM,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Agrostis canina L.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,7,32,1,wfo-0000844747,urn:lsid:ipni.org:names:386503-1,390633,Agrostis vinealis,species,wfo-4000000996,Schreb.,Poaceae,"","",,Agrostis,"",vinealis,"",species,Valid,Spic. Fl. Lips. : 47 (1771),Accepted,"","",,"Source in seed data: wcs Update namepublishedIn from Spic. Fl. Lips. 47. 1771 [9 Jul-25 Oct 1771]  to Spic. Fl. Lips. : 47 (1771), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tp",http://www.theplantlist.org/tpl1.1/record/kew-390633,The Poaceae TEN,A,kew-390633,"",TRUE,Synonym,wfo-0001095560,Agrostis canina f. arida
