validScientificName,family,order,superOrder,seedStructure,lifeCycleHabit,growthHabit,c,s,r,csr,priority
Apocynum androsaemifolium L.,Apocynaceae,Gentianales,Asteranae,Dicot,perennial,forb,45.58,40.77,13.65,CS/CSR,2
Aporosa aurea Hook. f.,Euphorbiaceae,Malpighiales,Rosanae,Dicot,perennial,tree,46.58,49.8,3.62,CS,9
Aporosa bracteosa Pax & K. Hoffm.,Euphorbiaceae,Malpighiales,Rosanae,Dicot,perennial,tree,34.19,59.93,5.88,S/CS,9
Aporosa falcifera Hook. f.,Euphorbiaceae,Malpighiales,Rosanae,Dicot,perennial,tree,41.12,57.65,1.22,CS,9
Aporosa globifera Hook. f.,Euphorbiaceae,Malpighiales,Rosanae,Dicot,perennial,tree,39.61,45.7,14.69,CS/CSR,9
Aporosa microstachya (Tul.) Müll. Arg.,Euphorbiaceae,Malpighiales,Rosanae,Dicot,perennial,tree,38.62,50.54,10.84,CS/CSR,9
Aporosa nigricans Hook. f.,Euphorbiaceae,Malpighiales,Rosanae,Dicot,perennial,tree,54.39,41.91,3.7,CS,9
Aporosa prainiana King ex Gage,Euphorbiaceae,Malpighiales,Rosanae,Dicot,perennial,tree,51.46,25.59,22.95,C/CSR,9
Aposeris foetida (L.) Less.,Asteraceae,Asterales,Asteranae,Dicot,perennial,forb,39.15,0,60.85,CR,1
Appunia seibertii Standl.,Rubiaceae,Gentianales,Asteranae,Dicot,perennial,shrub,56.06,15,28.93,C/CSR,7
Apuleia leiocarpa (Vogel) J.F. Macbr.,Fabaceae,Fabales,Rosanae,Dicot,perennial,tree,31.61,48.27,20.12,S/CSR,7
Aquilegia atrata W. D. J. Koch,Ranunculaceae,Ranunculales,Ranunculanae,Dicot,perennial,forb,53.11,3.72,43.17,CR,1
Aquilegia braunerana (Hoppe) Jav.,Ranunculaceae,Ranunculales,Ranunculanae,Dicot,perennial,forb,25.64,34.31,40.05,CSR,1
Aquilegia vulgaris L.,Ranunculaceae,Ranunculales,Ranunculanae,Dicot,perennial,forb,41,32.01,26.99,CSR,1
Arabidopsis suecica Norrl.,Brassicaceae,Brassicales,Rosanae,Dicot,annual,forb,29.03,0,70.97,R/CR,1
Arabidopsis thaliana (L.) Heynh.,Brassicaceae,Brassicales,Rosanae,Dicot,annual,forb,4.27,0,95.73,R,1
Arabis alpina L. alpina,Brassicaceae,Brassicales,Rosanae,Dicot,perennial,forb,9.7,0,90.3,R,1
Arabis alpina L. caucasica (Willd.) Briq.,Brassicaceae,Brassicales,Rosanae,Dicot,perennial,forb,40.31,35.29,24.4,CS/CSR,1
Arabis caerulea Haenke,Brassicaceae,Brassicales,Rosanae,Dicot,perennial,forb,4.88,50.46,44.66,SR,1
Arabis collina Ten.,Brassicaceae,Brassicales,Rosanae,Dicot,perennial,forb,15.32,0,84.68,R,1
Arabis glabra (L.) Bernh.,Brassicaceae,Brassicales,Rosanae,Dicot,perennial,forb,55.59,7.46,36.95,CR,1
Arabis hirsuta (L.) Scop.,Brassicaceae,Brassicales,Rosanae,Dicot,perennial,forb,4.14,0,95.86,R,1
Arabis lyrata L.,Brassicaceae,Brassicales,Rosanae,Dicot,perennial,forb,11.08,0,88.92,R,1
Arabis pumila Jacq.,Brassicaceae,Brassicales,Rosanae,Dicot,perennial,forb,0.34,75.35,24.32,S/SR,1
Arabis sagittata (Bertol.) DC.,Brassicaceae,Brassicales,Rosanae,Dicot,perennial,forb,28.17,0,71.83,R/CR,1
Arabis turrita L.,Brassicaceae,Brassicales,Rosanae,Dicot,perennial,forb,46.99,0,53.01,CR,1
Aralia hispida Vent.,Araliaceae,Apiales,Asteranae,Dicot,perennial,shrub,37.88,48.97,13.15,CS/CSR,2
Arbutus unedo L.,Ericaceae,Ericales,Asteranae,Dicot,perennial,tree,22.74,69.84,7.42,S/CS,1
Archidendron bubalinum (Jack) I.C. Nielsen,Fabaceae,Fabales,Rosanae,Dicot,perennial,tree,38.1,55.94,5.95,CS,9
Arctium lappa L.,Asteraceae,Asterales,Asteranae,Dicot,biennial,forb,87.25,0.4,12.36,C,1
Arctium minus (Hill) Bernh.,Asteraceae,Asterales,Asteranae,Dicot,biennial,forb,84.9,0,15.1,C,1
Arctostaphylos alpina (L.) Spreng.,Ericaceae,Ericales,Asteranae,Dicot,perennial,shrub,13.28,65.44,21.28,S/SR,1
Arctostaphylos uva-ursi (L.) Spreng.,Ericaceae,Ericales,Asteranae,Dicot,perennial,shrub,11.34,88.66,0,S,1
Ardisia bartlettii Lundell,Primulaceae,Ericales,Asteranae,Dicot,perennial,shrub,38.63,49.93,11.44,CS/CSR,7
Ardisia crassa C.B. Clarke,Myrsinaceae,Ericales,Asteranae,Dicot,perennial,tree,38.57,55.44,5.99,CS,9
Ardisia fendleri Lundell,Primulaceae,Ericales,Asteranae,Dicot,perennial,shrub,61.29,27.7,11.01,C/CS,7
Ardisia guianensis (Aubl.) Mez,Primulaceae,Ericales,Asteranae,Dicot,perennial,tree,45.02,35.04,19.93,CS/CSR,7
Ardisia hulletii Mez,Myrsinaceae,Ericales,Asteranae,Dicot,perennial,tree,49.85,45.19,4.96,CS,9
Ardisia kunstleri King & Gamble,Myrsinaceae,Ericales,Asteranae,Dicot,perennial,shrub,48.41,50.26,1.33,CS,9
Arenaria fendleri A. Gray,Caryophyllaceae,Caryophyllales,Caryophyllanae,Dicot,perennial,forb,1.16,77.98,20.86,S/SR,4
Arenaria lanuginosa (Michx.) Rohrb.,Caryophyllaceae,Caryophyllales,Caryophyllanae,Dicot,perennial,forb,3.54,0,96.46,R,4
Arenaria lychnidea M. Bieb.,Caryophyllaceae,Caryophyllales,Caryophyllanae,Dicot,perennial,forb,4.41,70.23,25.37,S/SR,1
Arenaria serpyllifolia L.,Caryophyllaceae,Caryophyllales,Caryophyllanae,Dicot,perennial,forb,0,45.38,54.62,SR,1
Arisaema triphyllum (L.) Schott,Araceae,Alismatales,Lilianae,Monocot,perennial,forb,69.12,0,30.88,C/CR,4
Aristida dichotoma Michx.,Poaceae,Poales,Lilianae,Monocot,annual,graminoid,4.04,78.04,17.92,S/SR,4
Aristida oligantha Michx.,Poaceae,Poales,Lilianae,Monocot,annual,graminoid,5.03,60.3,34.68,S/SR,4
Aristida purpurascens Poir.,Poaceae,Poales,Lilianae,Monocot,perennial,graminoid,8.64,59.33,32.03,S/SR,4
Aristida purpurea Nutt.,Poaceae,Poales,Lilianae,Monocot,perennial,graminoid,0,100,0,S,4
Aristolochia clematitis L.,Aristolochiaceae,Piperales,Magnolianae,Dicot,perennial,herbaceous vine,55.58,28.91,15.51,C/CSR,1
Aristolochia pallida Willd.,Aristolochiaceae,Piperales,Magnolianae,Dicot,perennial,forb,12.9,24.75,62.35,R/CSR,1
Armeria maritima (Mill.) Willd.,Plumbaginaceae,Caryophyllales,Caryophyllanae,Dicot,perennial,shrub,15.61,29.94,54.46,R/CSR,1
Arnica montana L.,Asteraceae,Asterales,Asteranae,Dicot,perennial,forb,59.07,0,40.93,CR,1
Arnoseris minima (L.) Schweigg. & Körte,Asteraceae,Asterales,Asteranae,Dicot,annual,forb,35.06,0,64.94,R/CR,1
Arrabidaea candicans (Rich.) DC.,Bignoniaceae,Lamiales,Asteranae,Dicot,perennial,liana,64.61,27.78,7.61,C/CS,7
Arrabidaea florida DC.,Bignoniaceae,Lamiales,Asteranae,Dicot,perennial,liana,50.24,33.23,16.53,CS/CSR,7
Arrabidaea verrucosa (Standl.) A.H. Gentry,Bignoniaceae,Lamiales,Asteranae,Dicot,perennial,liana,52.11,35.8,12.08,CS/CSR,7
Arrhenatherum elatius (L.) P. Beauv. ex J. Presl & C. Presl,Poaceae,Poales,Lilianae,Monocot,perennial,graminoid,23.76,35.52,40.72,SR/CSR,1
Artemisia absinthium L.,Asteraceae,Asterales,Asteranae,Dicot,perennial,shrub,32.35,23.48,44.17,CR/CSR,1
Artemisia annua L.,Asteraceae,Asterales,Asteranae,Dicot,annual,forb,24.89,28.28,46.84,R/CSR,1
Artemisia campestris L.,Asteraceae,Asterales,Asteranae,Dicot,perennial,forb,22.29,30.41,47.3,R/CSR,1
Artemisia carruthii Alph. Wood ex Carruth,Asteraceae,Asterales,Asteranae,Dicot,perennial,forb,5.83,61.46,32.71,S/SR,4
Artemisia caudata Alph. Wood ex Carruth,Asteraceae,Asterales,Asteranae,Dicot,perennial,forb,29.52,49.24,21.24,S/CSR,2
Artemisia dracunculus L.,Asteraceae,Asterales,Asteranae,Dicot,perennial,shrub,10.63,46.86,42.5,SR,1
Artemisia ludoviciana Nutt.,Asteraceae,Asterales,Asteranae,Dicot,perennial,shrub,12.54,65.09,22.37,S/SR,4
Artemisia maritima Ledeb.,Asteraceae,Asterales,Asteranae,Dicot,perennial,shrub,37.73,24.5,37.77,CR/CSR,1
Artemisia verlotiorum Lamotte,Asteraceae,Asterales,Asteranae,Dicot,perennial,forb,31.59,59.94,8.47,S/CS,1
Artemisia vulgaris L.,Asteraceae,Asterales,Asteranae,Dicot,perennial,forb,39.05,49.65,11.3,CS/CSR,1
Aruncus dioicus (Walter) Fernald,Rosaceae,Rosales,Rosanae,Dicot,perennial,forb,70.58,3.34,26.08,C/CR,1
Asarum canadense L.,Aristolochiaceae,Piperales,Magnolianae,Dicot,perennial,forb,69.93,0,30.07,C/CR,4
Asarum europaeum L.,Aristolochiaceae,Piperales,Magnolianae,Dicot,perennial,forb,52.42,0,47.58,CR,1
Asclepias incarnata L.,Apocynaceae,Gentianales,Asteranae,Dicot,perennial,forb,36.06,28.26,35.69,CSR,2
Asclepias syriaca L.,Apocynaceae,Gentianales,Asteranae,Dicot,perennial,forb,63.44,17.32,19.24,C/CSR,4
Asclepias tuberosa L.,Apocynaceae,Gentianales,Asteranae,Dicot,perennial,forb,30.75,28.17,41.08,CSR,4
Asclepias verticillata L.,Apocynaceae,Gentianales,Asteranae,Dicot,perennial,forb,4.86,42.21,52.93,SR,4
Asclepias viridis Walter,Apocynaceae,Gentianales,Asteranae,Dicot,perennial,forb,25.55,72.5,1.95,S/CS,4
Asparagus officinalis L.,Asparagaceae,Asparagales,Lilianae,Monocot,perennial,forb,0.35,92.59,7.06,S,1
Asperugo procumbens L.,Boraginaceae,Boraginales,Asteranae,Dicot,annual,forb,17.26,0,82.74,R/CR,1
Asperula aristata L. f. oreophila (Briq.) Hayek,Rubiaceae,Gentianales,Asteranae,Dicot,perennial,forb,0.57,49.08,50.35,SR,1
Asperula cynanchica L.,Rubiaceae,Gentianales,Asteranae,Dicot,perennial,forb,0,56.08,43.92,SR,1
Asperula tinctoria L.,Rubiaceae,Gentianales,Asteranae,Dicot,perennial,forb,3.34,45.83,50.82,SR,1
Aspidosperma discolor A. DC.,Apocynaceae,Gentianales,Asteranae,Dicot,perennial,tree,48.19,39.36,12.45,CS/CSR,7
Aspidosperma spruceanum Benth. ex Müll. Arg.,Apocynaceae,Gentianales,Asteranae,Dicot,perennial,tree,57.43,42.57,0,CS,7
Asplenium ruta-muraria L.,Aspleniaceae,Polypodiales,,Fern,perennial,forb,12.57,54.62,32.8,S/CSR,1
Asplenium septentrionale (L.) Hoffm.,Aspleniaceae,Polypodiales,,Fern,perennial,forb,23.38,23.54,53.08,R/CSR,1
Asplenium trichomanes L. quadrivalens D. E. Mey.,Aspleniaceae,Polypodiales,,Fern,perennial,forb,25.75,42.28,31.97,CSR,1
Asplenium viride Huds.,Aspleniaceae,Polypodiales,,Fern,perennial,forb,29.78,8.86,61.36,R/CR,1
Aster acuminatus Michx.,Asteraceae,Asterales,Asteranae,Dicot,perennial,forb,8.39,68.63,22.99,S/SR,4
Aster alpinus L.,Asteraceae,Asterales,Asteranae,Dicot,perennial,forb,10.06,60.79,29.15,S/SR,1
Aster amellus L.,Asteraceae,Asterales,Asteranae,Dicot,perennial,forb,25.99,43.9,30.11,S/CSR,1
Aster bellidiastrum (L.) Scop.,Asteraceae,Asterales,Asteranae,Dicot,perennial,forb,42.23,0,57.77,CR,1
Aster dumosus L.,Asteraceae,Asterales,Asteranae,Dicot,perennial,forb,6.16,90.94,2.91,S,4
Aster ericoides L.,Asteraceae,Asterales,Asteranae,Dicot,perennial,forb,8.85,56.67,34.48,SR,2
Aster hemisphericus Alexander,Asteraceae,Asterales,Asteranae,Dicot,perennial,forb,8.84,83.43,7.73,S,4
Aster laevis L.,Asteraceae,Asterales,Asteranae,Dicot,perennial,forb,39.07,33.85,27.09,CSR,2
Aster lanceolatus Willd.,Asteraceae,Asterales,Asteranae,Dicot,perennial,forb,10.93,64.49,24.58,S/SR,2
Aster linosyris Benth.,Asteraceae,Asterales,Asteranae,Dicot,perennial,forb,6.51,79.23,14.26,S/SR,1
Aster novae-angliae L.,Asteraceae,Asterales,Asteranae,Dicot,perennial,forb,18.02,46.54,35.44,SR/CSR,4
Aster patens Aiton,Asteraceae,Asterales,Asteranae,Dicot,perennial,forb,8,83.93,8.07,S,4
Aster pilosus Willd.,Asteraceae,Asterales,Asteranae,Dicot,perennial,forb,21.76,36.46,41.78,SR/CSR,4
Aster puniceus L.,Asteraceae,Asterales,Asteranae,Dicot,perennial,shrub,35.43,40.33,24.24,CS/CSR,2
Aster sagittifolius Wedem. ex Willd.,Asteraceae,Asterales,Asteranae,Dicot,perennial,forb,18.87,36.67,44.46,SR/CSR,4
Aster simplex Willd.,Asteraceae,Asterales,Asteranae,Dicot,perennial,forb,31.23,42.32,26.45,CSR,2
Aster tripolium L.,Asteraceae,Asterales,Asteranae,Dicot,perennial,forb,54.38,0,45.62,CR,1
Aster umbellatus Mill.,Asteraceae,Asterales,Asteranae,Dicot,perennial,forb,48.65,4.36,46.99,CR,2
Astragalus alpinus L.,Fabaceae,Fabales,Rosanae,Dicot,perennial,forb,12.23,13.9,73.87,R/SR,1
Astragalus canadensis L.,Fabaceae,Fabales,Rosanae,Dicot,perennial,forb,36.52,40.18,23.3,CS/CSR,2
Astragalus cicer L.,Fabaceae,Fabales,Rosanae,Dicot,perennial,forb,40.62,18.89,40.49,CR/CSR,1
Astragalus frigidus (L.) A. Gray,Fabaceae,Fabales,Rosanae,Dicot,perennial,forb,32.72,13.73,53.55,R/CSR,1
Astragalus humistratus A. Gray,Fabaceae,Fabales,Rosanae,Dicot,perennial,forb,19.37,48.92,31.7,S/CSR,4
Astragalus rusbyi Greene,Fabaceae,Fabales,Rosanae,Dicot,perennial,forb,28.46,17.18,54.37,R/CSR,4
Astrantia major L.,Apiaceae,Apiales,Asteranae,Dicot,perennial,forb,59.76,0,40.24,CR,1
Astrantia minor L.,Apiaceae,Apiales,Asteranae,Dicot,perennial,forb,19.14,31.58,49.29,R/CSR,1
Astrocaryum standleyanum L.H. Bailey,Arecaceae,Arecales,Lilianae,Monocot,perennial,tree,61.3,37.15,1.54,CS,7
Astronium graveolens Jacq.,Anacardiaceae,Sapindales,Rosanae,Dicot,perennial,tree,53.64,34.18,12.18,CS/CSR,7
Athamanta cretensis L.,Apiaceae,Apiales,Asteranae,Dicot,perennial,forb,50.34,49.66,0,CS,1
Athyrium distentifolium Tausch ex Opiz,Woodsiaceae,Polypodiales,,Fern,perennial,forb,62.31,3.61,34.07,C/CR,1
Athyrium filix-foemina (L.) Roth,Woodsiaceae,Polypodiales,,Fern,perennial,forb,69.03,0,30.97,C/CR,1
Atriplex calotheca (Rafn) Fr.,Amaranthaceae,Caryophyllales,Caryophyllanae,Dicot,perennial,forb,50.42,19.21,30.37,C/CSR,1
Atriplex glabriuscula Edmondston,Amaranthaceae,Caryophyllales,Caryophyllanae,Dicot,annual,forb,64.54,2.6,32.86,C/CR,1
Atriplex halimus L.,Amaranthaceae,Caryophyllales,Caryophyllanae,Dicot,perennial,shrub,26.04,0,73.96,R/CR,1
Atriplex laciniata L.,Amaranthaceae,Caryophyllales,Caryophyllanae,Dicot,annual,forb,45.81,26.52,27.67,C/CSR,1
Atriplex littoralis L.,Amaranthaceae,Caryophyllales,Caryophyllanae,Dicot,perennial,shrub,56.31,0,43.69,CR,1
Atriplex micrantha C.A. Mey.,Amaranthaceae,Caryophyllales,Caryophyllanae,Dicot,annual,forb,59.45,8.39,32.16,C/CR,1
Atriplex nitens Schkuhr,Amaranthaceae,Caryophyllales,Caryophyllanae,Dicot,annual,forb,40.27,29.65,30.07,CSR,1
Atriplex oblongifolia Waldst. & Kit.,Amaranthaceae,Caryophyllales,Caryophyllanae,Dicot,annual,forb,24.07,31.52,44.41,SR/CSR,1
Atriplex patula L.,Amaranthaceae,Caryophyllales,Caryophyllanae,Dicot,annual,forb,50.84,0,49.16,CR,1
Atriplex prostrata Boucher ex DC,Amaranthaceae,Caryophyllales,Caryophyllanae,Dicot,annual,forb,59.65,0,40.35,CR,1
Atriplex rosea L.,Amaranthaceae,Caryophyllales,Caryophyllanae,Dicot,annual,forb,19.44,43.52,37.05,SR/CSR,1
Atriplex tatarica L.,Amaranthaceae,Caryophyllales,Caryophyllanae,Dicot,annual,forb,22.69,35.79,41.52,SR/CSR,1
Atropa belladonna L.,Solanaceae,Solanales,Asteranae,Dicot,perennial,shrub,63.58,6.96,29.46,C/CR,1
Aucuba japonica Thunb.,Garryaceae,Garryales,Asteranae,Dicot,perennial,tree,65.26,22.4,12.34,C/CS,1
Aulonemia effusa (Hack.) McClure,Poaceae,Poales,Lilianae,Monocot,perennial,graminoid,37.32,62.68,0,S/CS,7
Avena barbata Pott ex Link,Poaceae,Poales,Lilianae,Monocot,annual,graminoid,6.57,42.37,51.06,SR,1
Avena fatua L.,Poaceae,Poales,Lilianae,Monocot,annual,graminoid,40.17,19.56,40.27,CR/CSR,1
Avena sativa L.,Poaceae,Poales,Lilianae,Monocot,annual,graminoid,57.2,11.44,31.35,C/CSR,1
Avena sterilis L. sterilis,Poaceae,Poales,Lilianae,Monocot,annual,graminoid,41.99,15.84,42.17,CR/CSR,1
Avena strigosa Schreb.,Poaceae,Poales,Lilianae,Monocot,annual,graminoid,36.69,18.99,44.32,CR/CSR,1
Avenula pubescens (Huds.) Dumort.,Poaceae,Poales,Lilianae,Monocot,perennial,graminoid,25.63,48.31,26.06,S/CSR,1
Avenula versicolor (Vill.) M. Laínz,Poaceae,Poales,Lilianae,Monocot,perennial,graminoid,14.64,85.23,0.13,S,1
Baccaurea parviflora (Müll. Arg.) Müll. Arg. ,Euphorbiaceae,Malpighiales,Rosanae,Dicot,perennial,tree,41.99,49.43,8.58,CS,9
Baccaurea racemosa (Reinw.) Müll. Arg.,Euphorbiaceae,Malpighiales,Rosanae,Dicot,perennial,tree,46.58,47.87,5.54,CS,9
Bactris acanthocarpa Mart.,Arecaceae,Arecales,Lilianae,Monocot,perennial,tree,52.43,37.2,10.37,CS,7
Bactris setosa Mart.,Arecaceae,Arecales,Lilianae,Monocot,perennial,tree,54.32,34.96,10.71,CS,7
Bahia dissecta (A. Gray) Britton,Asteraceae,Asterales,Asteranae,Dicot,perennial,forb,69.43,0,30.57,C/CR,4
Baptisia alba (L.) Vent.,Fabaceae,Fabales,Rosanae,Dicot,perennial,forb,36.94,37.96,25.1,CSR,4
Barbacenia blackii L.B.Sm.,Velloziaceae,Pandanales,Lilianae,Monocot,perennial,forb,45.31,54.69,0,CS,7
Barbarea bracteosa Guss.,Brassicaceae,Brassicales,Rosanae,Dicot,perennial,forb,19.43,0,80.57,R/CR,1
Barbarea intermedia Boreau,Brassicaceae,Brassicales,Rosanae,Dicot,biennial,forb,40.91,0,59.09,CR,1
Barbarea stricta Andrz.,Brassicaceae,Brassicales,Rosanae,Dicot,perennial,forb,26.17,0,73.83,R/CR,1
Barbarea vulgaris W.T. Aiton,Brassicaceae,Brassicales,Rosanae,Dicot,biennial,forb,17.07,1.72,81.21,R/CR,1
Barringtonia macrostachya (Jack) Kurz,Lecythidaceae,Ericales,Asteranae,Dicot,perennial,tree,61.92,36.9,1.18,C/CS,9
Bartsia alpina L.,Orobanchaceae,Lamiales,Asteranae,Dicot,perennial,forb,7.3,58.53,34.17,SR,1
Beilschmiedia pendula (Sw.) Hemsl.,Lauraceae,Laurales,Magnolianae,Dicot,perennial,tree,49.8,50.2,0,CS,7
Bellardiochloa variegata (Lam.) Kerguélen variegata,Poaceae,Poales,Lilianae,Monocot,perennial,graminoid,11.32,70.85,17.83,S/SR,1
Bellidiastrum michelii Cass.,Asteraceae,Asterales,Asteranae,Dicot,perennial,forb,34.37,0,65.63,R/CR,1
Bellis perennis L.,Asteraceae,Asterales,Asteranae,Dicot,perennial,forb,21.13,0,78.87,R/CR,1
Berberis vulgaris L. vulgaris,Berberidaceae,Ranunculales,Ranunculanae,Dicot,perennial,tree,18.03,70.68,11.29,S/CS,1
Berchemia scandens (Hill) K. Koch,Rhamnaceae,Rosales,Rosanae,Dicot,perennial,liana,11.09,80.47,8.44,S,4
Berteroa incana (L.) DC.,Brassicaceae,Brassicales,Rosanae,Dicot,biennial,forb,10.84,43.22,45.95,SR/CSR,1
Berula erecta (Huds.) Coville,Apiaceae,Apiales,Asteranae,Dicot,perennial,aquatic,25.8,0,74.2,R/CR,1
Betonica macrantha K. Koch,Lamiaceae,Lamiales,Asteranae,Dicot,perennial,forb,46.11,33.89,20,CS/CSR,1
Betula alleghaniensis Britton,Betulaceae,Fagales,Rosanae,Dicot,perennial,tree,17.86,58.5,23.64,S/CSR,2
Betula litwinowii Doluch.,Betulaceae,Fagales,Rosanae,Dicot,perennial,tree,31.09,48.61,20.3,S/CSR,1
Betula nana L.,Betulaceae,Fagales,Rosanae,Dicot,perennial,shrub,2.44,85.63,11.92,S,1
Betula pendula Roth,Betulaceae,Fagales,Rosanae,Dicot,perennial,tree,17.04,73.18,9.78,S/CS,1
Betula populifolia Marshall,Betulaceae,Fagales,Rosanae,Dicot,perennial,tree,15.93,68.27,15.8,S/CS,2
Bidens andicola Kunth,Asteraceae,Asterales,Asteranae,Dicot,perennial,shrub,15.4,68.98,15.62,S/SR,7
Bidens cernua L.,Asteraceae,Asterales,Asteranae,Dicot,annual,forb,25.93,27.44,46.62,R/CSR,1
Bidens connata Muhl. ex Willd.,Asteraceae,Asterales,Asteranae,Dicot,annual,forb,26.71,0,73.29,R/CR,1
Bidens frondosa L.,Asteraceae,Asterales,Asteranae,Dicot,annual,forb,45.53,5.62,48.86,CR,4
Bidens radiata Thuill.,Asteraceae,Asterales,Asteranae,Dicot,annual,forb,62.88,0,37.12,C/CR,1
Bidens tripartita L. tripartita,Asteraceae,Asterales,Asteranae,Dicot,annual,forb,43.99,0,56.01,CR,1
Bifora radians M. Bieb.,Apiaceae,Apiales,Asteranae,Dicot,annual,forb,32.66,0,67.34,R/CR,1
Biscutella laevigata L.,Brassicaceae,Brassicales,Rosanae,Dicot,perennial,forb,46.66,0,53.34,CR,1
Bistorta officinalis Delarbre,Polygonaceae,Caryophyllales,Caryophyllanae,Dicot,perennial,forb,45.39,30.13,24.48,C/CSR,1
Bistorta vivipara (L.) Delarbre,Polygonaceae,Caryophyllales,Caryophyllanae,Dicot,perennial,forb,15.97,60.73,23.3,S/CSR,1
Blackstonia perfoliata (L.) Huds.,Gentianaceae,Gentianales,Asteranae,Dicot,annual,forb,6.27,34.85,58.88,SR,1
Blechnum spicant (L.) Roth,Blechnaceae,Polypodiales,,Fern,perennial,forb,69.4,0,30.6,C/CR,1
Blepharoneuron tricholepis (Torr.) Nash,Poaceae,Poales,Lilianae,Monocot,perennial,graminoid,2.3,97.7,0,S,4
Blephilia ciliata (L.) Benth.,Lamiaceae,Lamiales,Asteranae,Dicot,perennial,forb,8.38,74.42,17.2,S/SR,4
Blysmus compressus (L.) Panz. ex Link,Cyperaceae,Poales,Lilianae,Monocot,perennial,graminoid,14.79,62.93,22.29,S/CSR,1
Blysmus rufus (Huds.) Link,Cyperaceae,Poales,Lilianae,Monocot,perennial,graminoid,2.9,95.3,1.81,S,1
Borago officinalis L.,Boraginaceae,Boraginales,Asteranae,Dicot,annual,forb,57.74,0,42.26,CR,1
Borojoa panamensis Dwyer,Rubiaceae,Gentianales,Asteranae,Dicot,perennial,tree,54.44,38.28,7.27,CS,7
Bothriochloa insculpta (Hochst. ex A. Rich.) A. Camus ,Poaceae,Poales,Lilianae,Monocot,perennial,graminoid,10.9,47.74,41.36,SR/CSR,8
Botrychium lunaria (L.) Sw.,Ophioglossaceae,Ophioglossales,,Fern,perennial,forb,25.42,23.85,50.73,R/CSR,1
Bouteloua curtipendula (Michx.) Torr.,Poaceae,Poales,Lilianae,Monocot,perennial,graminoid,15.21,66.01,18.78,S/SR,4
Bouteloua gracilis (Kunth) Lag. ex Griffiths,Poaceae,Poales,Lilianae,Monocot,annual,graminoid,4.74,73.1,22.16,S/SR,4
Bouteloua hirsuta Lag.,Poaceae,Poales,Lilianae,Monocot,perennial,graminoid,12.73,70.54,16.73,S/SR,4
Bouteloua simplex Lag.,Poaceae,Poales,Lilianae,Monocot,annual,graminoid,0,100,0,S,4
Bowdichia virgilioides Kunth,Fabaceae,Fabales,Rosanae,Dicot,perennial,tree,21.71,73.78,4.51,S/CS,7
Brachypodium distachyon (L.) P. Beauv.,Poaceae,Poales,Lilianae,Monocot,annual,graminoid,1.72,56.32,41.96,SR,1
Brachypodium phoenicoides (L.) P. Beauv. ex Roem. & Schult.,Poaceae,Poales,Lilianae,Monocot,perennial,graminoid,18.27,63.25,18.48,S/CSR,1
Brachypodium rupestre (Host) Roem. & Schult.,Poaceae,Poales,Lilianae,Monocot,perennial,graminoid,23.65,40.83,35.52,SR/CSR,1
Brachypodium sylvaticum (Huds.) P. Beauv. sylvaticum,Poaceae,Poales,Lilianae,Monocot,perennial,graminoid,26.34,21.41,52.25,R/CSR,1
Brassica elongata Ehrh.,Brassicaceae,Brassicales,Rosanae,Dicot,perennial,forb,31.58,33.97,34.45,CSR,1
Brassica napus L. napus,Brassicaceae,Brassicales,Rosanae,Dicot,biennial,forb,57.99,0.26,41.75,CR,1
Brassica nigra (L.) W.D.J. Koch,Brassicaceae,Brassicales,Rosanae,Dicot,annual,forb,64.44,0,35.56,C/CR,1
Brassica oleracea L.,Brassicaceae,Brassicales,Rosanae,Dicot,perennial,forb,18.82,59.06,22.12,S/CSR,1
Brassica rapa L.,Brassicaceae,Brassicales,Rosanae,Dicot,biennial,forb,57.48,0,42.52,CR,1
Briza marcowiczii Woronow,Poaceae,Poales,Lilianae,Monocot,perennial,graminoid,10.81,45.66,43.52,SR,1
Briza media L.,Poaceae,Poales,Lilianae,Monocot,perennial,graminoid,22.11,27.17,50.72,R/CSR,1
Bromopsis variegata (M. Bieb.) Holub,Poaceae,Poales,Lilianae,Monocot,perennial,graminoid,19.9,60.4,19.69,S/CSR,1
Bromus arvensis L.,Poaceae,Poales,Lilianae,Monocot,annual,graminoid,26.21,45.22,28.57,S/CSR,1
Bromus benekenii (Lange) Trimen,Poaceae,Poales,Lilianae,Monocot,perennial,graminoid,9.34,59.37,31.29,S/SR,1
Bromus ciliatus L.,Poaceae,Poales,Lilianae,Monocot,perennial,graminoid,11.83,48.8,39.37,SR/CSR,2
Bromus commutatus Schrad.,Poaceae,Poales,Lilianae,Monocot,perennial,graminoid,26.55,29.3,44.15,R/CSR,1
Bromus diandrus Roth,Poaceae,Poales,Lilianae,Monocot,perennial,graminoid,22.73,38.9,38.37,SR/CSR,1
Bromus erectus Huds.,Poaceae,Poales,Lilianae,Monocot,perennial,graminoid,11.81,64.39,23.8,S/SR,1
Bromus grossus Desf. ex DC.,Poaceae,Poales,Lilianae,Monocot,annual,graminoid,12.89,43.46,43.64,SR/CSR,1
Bromus hordeaceus L. hordeaceus,Poaceae,Poales,Lilianae,Monocot,annual,graminoid,17.4,47.03,35.57,SR/CSR,1
Bromus inermis Leyss.,Poaceae,Poales,Lilianae,Monocot,perennial,graminoid,37.28,38.8,23.93,CS/CSR,1
